#Default

; cutscenes.tbl

2340, "Destroy the Hellions"

2341, "Eliminate All Hammer of Light presence in Beta Aquilae"

2342, "Destroy All Shivans in Area"

2343, "Ensure Galatea's Hull >50"

2344, "What the hell happened to the Hammer outpost?"

2345, "I'm reading nothing but Shivans!"

2346, "Galatea, we are in an intense situation with Shivan forces!  Request assistance!"

2347, "We are already engaged.  Standby."

2348, "Glad to see the cavalry could make it."

2349, "Galatea ready to assist."

2350, "Sending Delta wing now."

2351, "We can't hold out much longer!"

2352, "We need assistance!  Galatea is taking heavy damage!"

2353, "Gamma wing jumping out."

2354, "Beta wing is outta here."

; mdu-26.fs2

2355, "Let's head back to base, Alpha wing."

; sm2-03a.fs2

2356, "Battle area is clear.  Entering subspace now."

; sm2-04a.fs2

2357, "Where Eagles Dare"

2358, "In this mission we will be assaulting a secondary supply and rearming facility under Hammer of Light control.  It is located in an asteroid belt in the Antares system."

2359, "Intelligence indicates the main defenses will be two sentry guns and one wing of Vasudan fighters."

2360, "Recently, the transfer of cargo into this area has increased dramatically.  It appears to be coming from the Ribos system."

2361, "This jump node to the Ribos system is approximately ten kilometers away.  It will be the only means of escape.  All of the Gemini transports and freighters must be destroyed before they reach the subspace node."

2362, "A wing of GTA Freighters will come in to recover remaining cargo.  Keep the area secure until they are finished.  Good luck."

2363, "While you managed to secure the jump node, it is unfortunate that some of the Hammer of Light transports escaped.  We can only hope the supplies they carried won't harm us in the future."

2364, "Kill the fighters as fast as possible, and then order your wingmen to attack the freighters.  Concentrate on one freighter at a time, taking out their turrets first.  It shouldn't be too hard to stop them."

2365, "Excellent work.  The area has been secured and no Hammer of Light ships escaped.  Your persistence in accomplishing your objectives is to be commended."

2366, "Because we were unable to secure the jump node, our forces will not be able to reach Vasuda Prime.  The Hammer of Light's Typhon-class destroyer, Anvil, has positioned itself at the jump point, blocking our escape.  It seems only a matter of time before we are destroyed by the Shivans."

2367, "Taking out the freighters might be difficult, but it is definitely possible.  Try strafing runs to take our their turrets first.  If you disable their engines, they'll be a lot easier to kill.  Loading your ship with strong weapons might also help greatly."

; mdu-03.fs2

2368, "Munitions"

; sm2-04a.fs2

2369, "Clear the area of all Hostile ships."

2370, "Destroy Gemini Transports"

2371, "Patrol until the freighters have finished."

2372, "Sir, the Vasudans are moving."

2373, "They are heading for the subspace node."

2374, "Keep the area secure until our freighters have arrived."

2375, "Taurus has escaped with the cargo.  Return to base."

; sm2-05a.fs2

2376, "Tenderizer"

2377, "In this mission, the player is ordered to patrol and clear the area near the Antares-Beta Aquilae jump node.  The Galatea will jump in from Ribos and jump to Beta Aquilae."

2378, "$b * $b GTD $b Galatea
$b * $b Antares $b System
$b * $b 2/19/35

$b The $b Tombaugh $b Attack

Terran Intelligence has spent the last two weeks analyzing flight data from the Tombaugh station attack.  The data on the Shivan Lucifer has been given special attention.  Intelligence believes the Shivans were tracking the captured Taranis Cruiser through subspace to the station."

2379, "$b The $b Lucifer

Intelligence doesn't know how the Shivans tracked the Taranis escort, but they've got a team of engineers trying to figure it out.  They are also analyzing the shield system on the Lucifer.  Unlike the shields on the Shivan fighters and bombers, this shield appears impervious, not merely resistant, to all of our weapons."

2380, "$b The $b Shivans' $b Attack $b Plan

With the loss of Tombaugh Station, the Shivans have gained control of the Ribos subspace node.  That leaves only two subspace jumps between the Lucifer fleet and the Vasudan homeworld.

We must defend Vasuda Prime.  Not only is it the humane thing to do, but it's in our own interests.  If the Shivans gain control of that system, it will be a short walk to Earth, itself."

2381, "$b The $b Location $b of $b Sol

While their proximity to Earth is cause for concern, we have no reason to believe that the Shivans know the location of our homeworld.  There are dozens of star systems off the Ribos node and the Shivans will likely have to examine them all.  It is obvious, however, that they are narrowing it down, and we can't afford to give up one more inch."

2382, "$b Our $b Orders

The Lucifer-class Destroyer was last sighted in the Ribos system, leading us to believe that Antares is the focal point for the next Shivan offensive.  We're going to move the Galatea and its fleet to the Beta Aquilae system, in case the Shivans decide to attack Vasuda Prime through there.

Command is sending another Orion-class destroyer, the GTD Bastion, to the Antares system to help us with the blockade.  But for the time being we're the only defense."

2383, "$b New $b Technologies: $b Hercules $b Fighter $b and $b Synaptic $b Cluster $b Bomb.

I am pleased to announce we have two new weapons to use against the Shivans, the Hercules Heavy Assault Fighter, and the Synaptic cluster bomb.  You may study these in the Tech Room.  They will prove very useful."

2384, "Report in twenty minutes for your mission briefings."

2385, "In order to protect Vasuda Prime, the $f GTD $f Galatea will be moving from Antares to Beta Aquilae.  

Alpha and Beta wings will provide escort."

2386, "The sentry guns surrounding the jump node were severely damaged in the recent Hammer of Light attack.  Alpha wing will inspect the sentry guns, to determine if they are salvageable.  Beta wing will provide cover."

2387, "The Galatea will jump into Antares, reset its coordinates, then jump to Beta Aquilae.  Lately, the Hammer of Light has been attacking all ships passing through the jump node.  It is your responsibility to destroy all enemy ships that you encounter."

2388, "After the Galatea jumps to Beta Aquilae, you will be contacted by the Detiula Installation in the Antares system.  There you will receive your briefing and move on to your next mission.  Intelligence has specifically requested you and your wing for these missions.  Good luck, Pilot."

2389, "Don't jump out."

2390, "The destruction of the Galatea is a major loss for the Terran Alliance.  Thousands of lives were lost due to your poor execution.  Perhaps this task should have been given to a more skilled pilot.  

You are hereby stripped of all rank and duties in the GTA."

2391, "Protect the Galatea!  Destroy the Kamikaze fighters before they can reach the Galatea.  Once the Mauler arrives, order all your wingmen to attack it.  Perhaps disabling its engines might help you prevent it from hitting the Galatea"

2392, "This section removed"

2393, "Explosives"

2394, "Guard the Galatea"

2395, "Destroy Libra"

2396, "Inspect the Sentry Guns"

2397, "Destroy Mauler"

2398, "Protect the Galatea until it Jumps"

2399, "Not much happening here, Alpha wing."

2400, "All clear here, Beta."

2401, "TC seems to have placed our flight path near a patch of asteroids.  Gotta love the Alliance, right?"

2402, "Ha!  Yeah, those brainiacs at Command are really something."

2403, "It's a trap!  We've been set up!"

2404, "So much for a quiet patrol!"

2405, "Alpha to Galatea, area is clear.  You are clear to jump in."

2406, "Galatea jumping in.  Proceeding to Beta Aquilae."

2407, "Hammer attack squad jumping in!  Protect the Galatea!"

2408, "Delta wing coming in to assist."

2409, "Galatea jumping to Beta Aquilae."

2410, "Galatea heavily damaged, pilots!  We need your protection!"

2411, "Pilots, stand by for further orders."

2412, "On our way."

2413, "Let's wrap it up."

2414, "Our hull is seriously weakened!  We cannot continue this battle!  Request immediate assistance!"

2415, "Someone reprogrammed the sentries!"

2416, "Alpha 1, stand by.  Your new orders are coming through now."

2417, "Taurus and Cancer are trying to ram the Galatea!"

2418, "Pilots, destroy those kamikaze fighters!  They're loaded with warheads."

2419, "The Mauler is on a direct impact course for the Galatea!"

; sm2-06a.fs2

2420, "Shell Game"

2421, "In which the player tries to glean some information about the Shivan SuperDestroyer, destroy some Shivan ships, and steal some Shivan cargo."

2422, "We have reason to believe that the Shivan Destroyer Eva is in the Antares system near the Antares-Vega Jump Node.

You will jump to this subspace node and investigate.  Destroy all hostiles.

Further orders will be given to you in-mission.

Delta wing will be flying Medusa bombers and will assist you.  If you need further assistance, you may call in Epsilon wing.  Galactic Terran Intelligence out."

2423, "This isn't a bug because this stage doesn't ever get shown in a Red Alert briefing.  Please don't report it as one."

2424, "This section was also removed."

2425, "We are disappointed that you saw fit to ignore a direct order and destroy the Shivan cargo.  We had hoped to examine the cargo to learn more about the Shivan technology."

2426, "Don't shoot at the Shivan cargo."

2427, "We have recovered two of the abandoned cargo containers.  Intelligence believes analysis will prove useful so that the Stern and Dobbs won't have been lost in vain.

You are awarded the Good Conduct medal for your continuing service to the Alliance."

2428, "It saddens us that so many pilots lost their lives in this mission.  Fortunately the recovery of the Shivan cargo containers means their loss was not in vain."

2429, "Figuring out why the Shivan fighters arrive might help you greatly in predicting their attacks.  Try doing things differently."

2430, "It took great skill to destroy the freighters while preserving the cargo.  Well done, pilot."

2431, "That you were also able to destroy all Shivan transports is impressive."

2432, "Leaving the area before completing mission objectives is gross negligence.  Because of your cowardice, innocent lives will be lost.  Such conduct can not be tolerated."

2433, "Don't jump out of the mission until the mission is finished!"

2434, "Indeterminate"

2435, "Destroy Transports"

2436, "Identify Cargo 4"

2437, "Destroy the Shivan freighters."

2438, "Destroy the Shivan Transports"

2439, "Protect the Shivan Cargo"

2440, "Refusing order to dock with Shivan Cargo!"

2441, "GTT Stern.  You are under direct orders to dock with the Shivan cargo."

2442, "With all due respect, I will not place my crew at risk."

2443, "Very well.  Alpha 1, scan the Shivan cargo container."

2444, "Roger.  Waiting for Alpha to scan the cargo."

2445, "I'm getting normal readings on the container."

2446, "GTT Stern moving in to dock."

2447, "The Stern has been destroyed."

; mdu-03.fs2

2448, "Pilots!  Don't destroy the cargo!"

2449, "We'll send in a team of transports to tow the cargo back to base."

; sm2-06a.fs2

2450, "The Shivans are leaving their cargo behind!"

2451, "You were clearly ordered to NOT destroy the cargo!  Pilots, secure the area and jump back to base."

2452, "We've got four Shivan freighters with cargo and two transports in the area."

2453, "The Eva jumped out before we could reach it."

2454, "Alpha and Beta, try to destroy the freighters without destroying the cargo."

2455, "GTT Harmon moving in to dock with Shivan cargo."

2456, "GTT Marcos docking with Shivan cargo now."

2457, "Transport Dobbs on docking approach now."

2458, "I'm picking up some strange readings from this cargo... it looks like some*--"

; sm2-07a.fs2

2459, "Enter the Dragon"

2460, "An attack on a Shivan repair station masks a far more daring plan."

2461, "$b * $b GTD $b Galatea
$b * $b Deneb $b System
$b * $b 2/20/35

$b Our $b Orders

We are under general quarters because a fighter patrol detected advance ships from the Lucifer fleet approaching Vasuda Prime.

Somehow, the Shivan forces have circumvented our blockade at Antares, and now control the Deneb system.  We are en route to Deneb as we speak.  ETA is thirty-five minutes, so when you leave here, report to your wing station for immediate mission briefings.

The Lucifer itself is behind the vanguard force, so we can expect it to make an appearance at any time."

2462, "$b New $b Technology: $b Ulysses $b Advanced $b Fighter

The Vasudan-Terran Ulysses project has been completed, and the Galatea has received a complement of these fighters.  It is the most maneuverable craft ever developed by the PVN or the GTA, and it should be extremely useful in this next series of sorties.  It can also be equipped with the Prometheus cannon, the most powerful cannon weapon we've ever developed.  Use them both well."

2463, "$b Capturing $b a $b Shivan $b Fighter

Intelligence has concocted a daring plan to enable us to learn more about the Shivans.  We are going to attempt to capture a Shivan fighter.  Suit up and report to your wing stations for briefings immediately."

2464, "The Shivans have established quite a base of operations in the Deneb system.  They have multiple supply depots scattered across the system, as well as several repair centers for their damaged fighters."

2465, "Each of their repair stations consists of a Cain-class cruiser and extra supplies.  The Shakti is one such cruiser in the area."

2466, "All fighters in the area around the Shakti are damaged and in need of repair.  This makes them easy targets.  One of our objectives in this mission is to put this repair station out of commission.  This will greatly reduce Shivan capability in the Deneb system."

2467, "All the fighters in the area near the Shakti are damaged and in need of repair.  This makes them easy targets."

2468, "One of the fighters being repaired by the Shakti is a Dragon-class fighter, designated '$h Arjuna $h 1'.  The Dragon is the Shivans' most maneuverable craft, and the most dangerous."

2469, "Intelligence has requested that we capture the Dragon for research purposes.  Since the Arjuna 1 Dragon is very low on power, it is in a weakened state, and is the best candidate for this operation.  You must disable Arjuna 1 by destroying its engine subsystem."

2470, "Once Arjuna 1 has been disabled, the $f Charon will dock with it and jump back to the Galatea.  We must capture Arjuna 1.  We cannot allow it to be destroyed.  To this end, we've equipped your craft with an advanced disruptor cannon.  Use it to take out its engines."

2471, "Since this station is so poorly defended, we are sending only Alpha and Beta to attack.  Alpha will cover Beta until the Shakti has been destroyed.  Then Alpha will attempt to disable Arjuna 1."

2472, "If Alpha fails to disable Arjuna 1, Delta wing will be available.  As Delta is currently guarding the $f Bastion, we will only send them in if it is imperative.  However, we believe you can do it without their help."

2473, "Because we are custom outfitting your ship, you will not be able to customize your loadout.  You have your orders.  Dismissed."

2474, "Great work Alpha 1.  We've destroyed a Shivan repair depot, and managed to get ahold of an intact Shivan fighter.  Our technicians are currently working on reverse engineering it."

2475, "For your excellent piloting abilities, the GTA has decided to award you the Distinguished Flying Cross.  Congratulations."

2476, "Your failure to destroy the Shakti has crippled our chances of holding the Deneb sector.  Such critical failures cannot be tolerated."

2477, "Your best bet in destroying the Shakti is your Beta wing bombers.  If you can keep the fighters off their backs for long enough for them to get off their Tsunami bombs, the Shakti is doomed.  However, even if you lose the bombers, you can still destroy the Shakti yourself.  Try taking out its weapons systems first, and then its turrets.  If worse comes to worst, you can call in Delta to assist you."

2478, "Good work destroying the Shakti.  Delta wing was successful in capturing the Dragon-class fighter.  However, due to Delta's absence, the Bastion took quite a beating near Deneb III.  She survived, but is in need of repairs.  It is unfortunate that you needed their help to disable a single Shivan fighter."

2479, "Disabling a Dragon is no easy task, but you have been equipped with the proper tools to do it.  Arjuna 1's power supply is low, and it cannot regenerate its shields.  Concentrate first on eliminating its shielding, and then focus on trying to get off any hits you can with the Advanced Disruptor.  Patience is the key."

2480, "You were specifically ordered not to destroy Arjuna 1.  Yet it was destroyed.  Such insubordination cannot be tolerated.  While we regret having to do so, we are grounding you for the next three months."

2481, "Do not destroy Arjuna 1.  While using the Prometheus to weaken its shields is useful, make sure you are only using the Advanced Disruptor once the Dragon's shields are down.  Do not use your missiles on it either."

2482, "Repair Supplies"

2483, "Warp Drives"

2484, "Dragon parts"

2485, "Shield Generators"

2486, "Destroy Shakti"

2487, "Disable Arjuna 1"

2488, "Capture Arjuna"

2489, "Destroy Morkali"

2490, "Destroy Lorkonius"

2491, "Destroy the Cain cruiser Shakti"

2492, "Disable and Capture the Arjuna 1 Fighter."

2493, "Disable Arjuna without Delta's help."

2494, "Beta wing starting attack.  Cover us Alpha."

2495, "The Shakti has been destroyed."

2496, "Arjuna 1 disabled.  Calling in Charon."

2497, "Arjuna 1 has been captured."

2498, "Delta wing here.  We'll take over this operation.  Return to base."

2499, "Enemy fighters eliminated."

2500, "Arjuna 1 has been destroyed.  This mission is a failure.  Return to base."

; sm2-08a.fs2

2501, "Playing Judas"

2502, "Sent on a scouting mission in an alien vessel, our hero finds much more than he bargained for."

2503, "$b * $b GTD $b Galatea
$b * $b Deneb $b System
$b * $b 2/31/35

$b Our $b Orders

We have now entered the Deneb system.  After your investigation of the Lucifer at Antares, Terran Command has deduced that the Shivans will be attempting a multiple pronged attack on Vasuda Prime coming from Deneb and Antares.

The Intrepid and the Minnow will be in charge of protecting the Antares-Vasuda Prime node, while the Galatea and the Bastion will be guarding Deneb."

2504, "$b The $b Shivan $b Attack

We expect the main force of the Shivan attack will come through Antares, led by the Lucifer.  A smaller secondary force, led by the Demon-class destroyer Eva, will come through Deneb.  The Shivans already control the Vega-Deneb Jump Node, so our defense will have to be at the Deneb-Vasuda Prime Jump Node.

Finding and destroying the Eva destroyer is our top priority."

2505, "$b The $b Captured $b Shivan $b Dragon

As you know, we captured a Shivan Dragon-class fighter in Beta Aquilae.  Our technicians have retro-fitted this alien fighter with Terran instrumentation and gotten it into working condition.

However, there are a few flaws with our redesign.  We could not get the Shivan weaponry to operate, so this fighter has been equipped with Terran weaponry.  We also could not properly operate the lateral thrusters or afterburners, so the ship's maneuverability is limited.

We also have had some difficulty with the Shivan engine systems.  In test runs, the Dragon broke down for short periods of time.  We are looking into this problem as we speak.

The capture of this Shivan fighter will bring great strides in fighter technology to the Alliance."

2506, "In this mission we will be using the captured Shivan Dragon-class fighter on a scouting mission in the Deneb system."

2507, "The Shivans seem to be bringing in a large number of vessels into the Deneb system through the Vega jump node.  We believe this is in preparation for a preliminary assault on Vasuda Prime."

2508, "Because the Shivans have tight control over the Vega-Deneb jump node, we cannot send in a Terran scout.  By flying the Shivan Dragon,  we believe you will be able to slip in undetected."

2509, "There are four Shivan fighters in the area, maintaining tight patrol.  If you come into close range with these fighters, they will certainly scan your ship, detect your presence, and open fire.  Avoid contact with any of the Arjuna fighters."

2510, "Arjuna seems to be maintaining consistent patterns in their patrol."

2511, "On arrival, observe their flight pattern and plan your course to avoid contact."

2512, "In the event that you are engaged by Arjuna wing, return to the Galatea immediately."

2513, "Your primary objective is to conduct a close scan of all ships that pass through the Vega-Deneb Jump Node.  This includes warships, freighters, and transports.  Try to determine the contents of any cargo containers in the area, as well."

2514, "We have reason to believe that a Shivan Demon-class destroyer, the $h Eva, will be passing through this area.  If it does, it is imperative that you scan it.  Remember that your fighter is only partially functional, and its flight systems will behave unpredictably.  Be careful.  Command out."

2515, "You failed to scan enough ships for Intelligence to analyze the Shivan forces effectively.  With the Lucifer class destroyer in the area, we are in grave danger.  Your failure to collect the needed data will have dire consequences."

2516, "Scanning the warships means getting close enough to all the cruisers and capital ships to fully scan them.  The cruisers should be easy, you can simply wait for them to come to you while you are avoiding Arjuna.  Eva leaves pretty quick, so you have to make sure you scan it as fast as possible."

2517, "You were unable to stay in the area long enough to get a clear reading on the Shivan attack force.  This failure will cost us dearly."

2518, "Make sure you wait for orders before you return to base.  Only after Terran Command is sure that all ships are accounted for will you be ready to leave.  If you are being detected by Arjuna wing, make your best effort to avoid them.  Once the warships start coming in, make quick runs to scan them and then get back out of Arjuna's range."

2519, "Pilot, you bring us terrible news.  If both the Eva and the Lucifer are here in Deneb, it will be extremely difficult to stop the Shivan attack.  Still, you did an excellent job scanning the Shivan warships.  Well done."

2520, "It is unfortunate you were unable to get readings on the Shivan freighters and transports.  It would have been useful to know what supplies the Shivans were bringing into the area."

2521, "Inspecting the freighters and transports takes a little bit of cunning.  You have to be very careful to avoid the Arjuna ships, while you scan the ships as fast as possible.  The best chance of scanning the freighters is while they are docking.  The transports you should get behind and match speed.  And always use your hotkeys to monitor Arjuna's position."

2522, "The fact that you were also able to scan the Shivan supply ships is truly outstanding.  Your courage and piloting skills are to be commended.

However, the news is bad.  The Shivans have enough supplies in those ships to sustain a lengthy assault on Vasuda Prime.  We believe their attack force will consist of at least eight full squadrons of fighters, both Genma cruisers, the Eva, and the Lucifer.  Things do not look good."

2523, "The cargo you identified contains parts for Shivan fighters.  This leads us to believe that the Shivans will set up a base in the Deneb sector, near Vasuda Prime.  This information will be invaluable in planning our counterstrike.

For your diligence in reconnaissance missions, we are awarding you the Meritorious Unit."

2524, "Weapon Systems"

; mdu-27.fs2

2525, "Shield Systems"

; sm2-08a.fs2

2526, "Comm Systems"

2527, "Inspect Cargo"

2528, "Scan Kali"

2529, "Scan Durga"

2530, "Scan Ratri"

2531, "Scan Genma"

2532, "Scan Eva"

2533, "Scan Lucifer"

2534, "Enter Docking Bay"

2535, "Scan all Destroyers and Cruisers"

2536, "Scan All Freighters and Transports"

2537, "Scan all Cargo"

2538, "Arjuna wing has detected your presence!  Get out of there!"

2539, "Arjuna 1 is approaching."

2540, "Arjuna 2 is dangerously close."

2541, "Arjuna 3 on approach vector."

2542, "Avoid contact with Arjuna 4."

; mdu-04.fs2

2543, "A wing of transports has arrived."

; sm2-08a.fs2

2544, "We're reading two new freighters."

2545, "More freighters just jumped in."

2546, "Two Lilith class cruisers have jumped in."

2547, "A Demon-class Destroyer jumped in.  It's the Eva!"

2548, "Oh my God!  It's the Lucifer!"

2549, "See if you can get into the Lucifer's docking bay."

2550, "Your warp drives are working again!  Get out of there!"

2551, "Damn!  Rama is onto you!  Get out of there!"

2552, "Your subspace drives have malfunctioned Alpha 1.  They should repair themselves."

2553, "You are getting too close to the sentries."

; sm2-09a.fs2

2554, "Evangelist"

2555, "The Player destroys the Eva."

2556, "The Eva has entered the Deneb system.  She is fully armed and is poised to attack the Deneb-Vasuda Prime jump node."

2557, "She is protected by Arjuna and Krishna wings."

2558, "Alpha wing will lead an attack squadron to destroy the Eva.  Alpha will fly bombers.  Gamma and Beta will cover them."

2559, "We suggest you damage the weapons subsystem on the Eva before you launch your Tsunami bombs.  This will prevent the Eva from shooting them down."

2560, "You may need to call in a support ship to rearm yourself.  It is estimated that at least 20 Tsunami bombs will be needed to take the Eva down."

2561, "Destroying the Eva is imperative.  With the Lucifer in the system as well, we cannot tolerate the presence of another Shivan capital ship.  Good luck."

2562, "If you were playing this through a campaign, you would never see this.  It would take you straight into the next mission."

2563, "You failed to destroy the Eva.  We cannot hope to defend this system against two Shivan capital ships.  We will now be retreating to Vasuda Prime, where we must make a stand."

2564, "First, get rid of the Dragons by ordering your wingmen.  Your first task should be taking out the weapons system on the Eva.  Keep the fighters away from you long enough to do this, then fire your Tsunamis at your leisure.  You may need to rearm yourself a few times to increase your payload."

2565, "Destroy Eva"

2566, "Standby"

2567, "Destroy Raja"

2568, "Destroy the Eva"

2569, "The Eva has been destroyed.  Stand by for further information."

2570, "Eva's weapon system is destroyed."

2571, "The Eva is at 50% integrity."

2572, "Arjuna wing eliminated."

2573, "All wings ready.  Commencing attack."

2574, "We have engaged the enemy forces.  Destroy the Eva ASAP."

2575, "We need your assistance.  Stand by for new orders."

; sm2-10a.fs2

2576, "Doomsday"

2577, "The Galatea is under fire from Shivan forces and looks sure to be lost.  Long range sensors indicate at least four wings of bombers and interceptors.  The Lucifer is also somewhere in the area.  The Galatea must be protected until we can evacuate the personnel."

2578, "Good job destroying the Eva."

2579, "The Galatea has been destroyed.  Many lives, many friends are gone.  Everyone in the Terran Alliance feel this loss deeply.

Yet, greater is the tragedy of the Vasudans.  There is nothing between the Shivan fleet and Vasuda Prime.  Soon their homeworld will be gone.

Our fighters fought bravely to preserve the Galatea, but there was nothing to be done.  The Lucifer was too powerful."

2580, "The Galatea has been destroyed.  Not by the hand of a cruiser or a destroyer.  But by a bomber.  This is truly a sad day for the Alliance.  If a squadron of bombers can destroy one of our flagships, how can we defeat the Lucifer?"

2581, "Protect the Galatea from the bombers at all costs.  Attack the Nephilims before worrying about the Manticores.  Shooting down the Nephilim's bombs will preserve the Galatea even longer.  If you managed to save some Synaptic bombs from the Eva attack, use them now."

2582, "You fled the most important battle of your career.  The Galatea has been lost and the people of Vasuda Prime are doomed.

Such cowardice is unconscionable.  You are permanently grounded."

2583, "At least make an attempt to save the Galatea!"

2584, "Many lives were saved by the Hermes escape pods.  For that we are thankful.  But we mourn the loss of Admiral Wolf.  He was a great commander and he died with the ship he loved.

All surviving pilots are reassigned to the GTD Bastion.  Though we all lost friends on the Galatea, there is no time to mourn the dead.  The fate of the Alliance is grim."

2585, "For surviving the death of your capital ship, and saving the lives of many others due to this, the GTA has awarded you the Galatea Survivor."

2586, "Countless lives were lost in the destruction of the Galatea.  The Shivans even destroyed many of the escape pods.

All surviving pilots are reassigned to the GTD Bastion.  Though we all lost friends on the Galatea, there is no time to mourn the dead.  We hope for the chance to avenge their deaths."

2587, "While the Galatea's demise is imminent, the escape pods themselves can be saved.  Prevent them from dying.  Focus all your firepower on Krishna."

2588, "Evacuate"

2589, "Protect The GTD Galatea"

2590, "Protect the Escaping Escape Pods"

2591, "We beginning the evacuation sequence.  Keep them away from the escape pods!"

2592, "Evacuate the area immediately.  We are transmitting the coordinates for the Bastion."

; mdu-26.fs2

2593, "We are getting pounded hard!"

; mdu-05.fs2

2594, "We can't take many more hits."

; sm2-10a.fs2

2595, "We've lost an escape pod!  Protect them!"

2596, "Clear the area, we're not going to make it!"

2597, "Good God!  We've lost the Galatea."

2598, "The Lucifer just arrived!"

; sm3-01a.fs2

2599, "Act 3, Mission 1"

2600, "$b * $b GTD $b Bastion
$b * $b Alpha $b Centauri $b System
$b * $b 3/1/35

$b New $b Assignments

This is Admiral Shima.  I'll be delivering your command briefs while you're onboard the GTD Bastion.  I extend a welcome to all pilots formerly stationed on the Galatea.  I wish your reassignments could have come under better circumstances.  

The loss of the Galatea is a great blow to all of us.  We've lost many friends and loved ones.  We've also lost many great pilots.  We will need to double our efforts if we plan on stopping the Shivan fleet."

2601, "$b Destruction $b of $b Vasuda $b Prime

This brings me to the reason for this briefing.  As some of you may have already heard, shortly after the destruction of the Galatea at nineteen-hundred last night, we received word that the Shivan Lucifer made the jump to Vasuda Prime.  The Lucifer fleet bombarded Vasuda Prime from orbit for thirteen hours straight."

2602, "$b Aftermath $b of $b Vasuda $b Attack

Most escaping transport ships were destroyed.  All major Vasudan cities were leveled, and most of the landmass was rendered uninhabitable.  All of our attacks launched from the nearby installations were defeated.  

We have lost contact with all Terran ships in the area, but it appears that the Shivan fleet has now moved on.  It's estimated that four billion innocent Vasudans lost their lives in the attack.  

Terran Command is preparing to help evacuate all survivors to other habitable worlds in the area."

2603, "$b Our $b Orders

What we need to concentrate on now is keeping the Lucifer fleet from making further moves towards Earth.  We've been put on standby status and ordered to assist in all evacuation operations in Vasuda Prime and the surrounding systems. 

We've lost Deneb.  Antares is virtually undefended.  Vasuda is a contested system."

2604, "$b New $b Technology: $b Banshee $b Laser 

The Banshee laser is now ready for deployment.  We just received a partial shipment of them.  The Banshee is specifically designed to take down Shivan shields."

2605, "$b New $b Technology: $b Hornet $b Swarm $b Missile

We have also received a full supply of Hornet Swarm missiles.  These are the best anti-fighter missiles in our arsenal, and we expect they will receive heavy use on the Bastion.  Full details are available in the Tech Room."

2606, "Pilot Attend:  As you know, Vasuda Prime has been devastated.  Our focus must now shift to the evacuation of the survivors.  You are to take your wing to the subspace node cluster in the Alpha Centauri system."

2607, "Vasudan warships will travel to and from both the Sirius and Vasuda jump points."

2608, "You did an outstanding job in protecting the Vasudan transports.  Through your actions we were able to save countless lives.  You should feel proud of this accomplishment."

2609, "Far too many ships were lost in this evacuation operation.  This is a great blow to the Vasudan morale and will put an enormous strain on the Terran-Vasudan relations.  It is unfortunate that you were unable to do more to help those refugees."

2610, "However, we were not able to secure the area because you left your post before you were relieved.  This is not the kind of performance we have come to expect from you.  Perhaps our trust in your abilities is misplaced."

2611, "Remain in the area until Zeta arrives to relieve you.  If worse comes to worst, Delta wing is available for reinforcements."

2612, "Remain in the area until Zeta wing has arrived to relieve you.  If you are having difficulty staying alive that long, make sure you manage your shields well.  If worse comes to worst, you may call in Delta wing to assist you."

2613, "We did lose a few refugee ships during this evacuation operation.  We have contacted the PVE and expressed our regrets."

2614, "We are pleased you were able to use Delta wing to accomplish all of your objectives.  However, you should try to keep your use of reinforcements at a minimum.  If every wing commander leader requested reinforcements at every opportunity, we would run out of fighters."

2615, "Escort Mu"

2616, "Escort Theta"

2617, "Escort Kappa"

2618, "Protect Mecross"

2619, "Destroy Hostiles"

2620, "Destroy Cruisers"

2621, "Alpha, listen up.  The Shivans are trying to stop the vessels leaving Vasuda Prime."

2622, "The Vasudans are sending armed transports to deal with the Shivan threat.  We are also sending a wing of freighters to resupply them."

2623, "It is critical that these freighters make it to their destination.  You must ensure they make it safely to their jump points.  Carry on Alpha 1."

2624, "Listen up Alpha 1.  The Vasudans are sending in the Mecross to help secure the area."

2625, "You will stay with the Mecross until additional fighters can be sent to relieve your post.  Protect the Mecross at all costs."

2626, "The Mecross has been destroyed!"

2627, "Second Shivan cruiser has been eliminated."

; sm3-02a.fs2

2628, "The PVD Hope is leaving the Antares system after an intense battle.  It has sustained moderate damage and will be jumping to the Beta Aquilae system."

2629, "We are sending two wings to help cover the Hope while it is being repaired.  The Vasudans are sending their own fighters to stand guard over the Hope, but it will be some time before they arrive."

2630, "The Hope should be in the system when you arrive.  We do not believe the Shivans have enough forces in the system to mount a serious attack, but their strategies are difficult to predict.  Good luck."

