#Default

; cutscenes.tbl

3453, "You also neutralized every enemy vessel attempting to run the blockade.  Most impressive.  This will significantly impede rebel operations in Beta Aquilae."

3454, "Unfortunately, many of the rebel ships managed to run our blockade and escape to the Beta Aquilae system.  Our efforts to track them through subspace have proven ineffective."

3455, "The survivors rescued from the Aten cruisers appear to be suffering from severe shock and post-traumatic stress and are currently undergoing psychiatric evaluation.  They are lucky to be alive, and the PVE has expressed gratitude for their safe recovery."

3456, "Many of the survivors on board the Aten cruisers were killed before they could be safely recovered.  Their loss will be keenly felt."

3457, "Protect the Aten cruisers until the survivors can be extracted."

3458, "The scans from the GTSC Hinton are highly alarming.  It appears that the damage done to the blockade was inflicted by Shivan flux cannon weaponry, similar to that observed on the Lucifer superdestroyer.  Our scientists are poring over the data, and the Repulse crew is being interrogated on the matter.  Further information on the proceedings has been classified, so I assume we'll be informed on a need-to-know basis."

3459, "The PVD Hope and her crew of over 9,000 officers and crew were lost to the fierce rebel offensive.  This tragedy is a terrible blow to the alliance.  In the aftermath of our war with the Shivans and the advent of the R&D rebellion, the loss of yet another destroyer and the resources it held puts a tremendous strain on our remaining fleets.

The loss of the Hope and the near-complete destruction of an entire Vasudan blockade force indicates the rebellion is much more powerful than we had initially assumed.  Command has ordered the Terran fleets to withdraw to Delta Serpentis, where we will attempt to consolidate our forces."

3460, "Go after the Medusa bombers targeting the Hope.  Do as Command says and prioritize the Serkrs."

3461, "For your outstanding defense of the Beta Aquilae node under uncertain and volatile conditions, you are hereby awarded the Military Defense Medal."

3462, "Boarding Party"

3463, "Repair Crews"

3464, "Engineers"

3465, "Equipment"

3466, "Bioplasma"

3467, "Protect the PVD Hope"

3468, "Scan For Survivors"

3469, "Destroy Vidar"

3470, "Destroy Vali"

3471, "Destroy Giordano"

3472, "Destroy Ganymede"

3473, "Destroy Titan"

3474, "Destroy Callisto"

3475, "Destroy Io"

3476, "Destroy Europa"

3477, "Oversee Rescue of Survivors"

3478, "Maintain the blockade"

3479, "Rescue all survivors"

3480, "Look at all that debris!  I haven't seen wreckage like that since Tombaugh was destroyed!"

3481, "Vasudan forces, backup has arrived.  What are your orders?"

3482, "They ploughed straight through us!  We could not stop them!"

3483, "The monster!  It will devour us all!"

3484, "Someone set up us the bomb!"

3485, "We are lost!  All, lost!"

3486, "Too many!  Too many!"

3487, "The horror!  The horror!"

3488, "Big!  Big guns!  Poum poum poum!"

3489, "BOOM!  Shivan super lasers SHOOT!"

3490, "Say again, Hope?  I don't understand."

3491, "Umm, okay... Command, is my translator broken, or have these guys gone nuts?"

3492, "We're just as puzzled over here, pilots.  Deploying repair craft now.  Alpha 1 and Beta 1, scan the wreckage for survivors."

3493, "We're picking up survivors, all right, but I'm also getting some strange readings here..."

3494, "Command!  We're picking up Shivan weapon signatures from the debris!"

3495, "That's impossible, pilot!  The Shivans have been vanquished!"

3496, "I don't know, Command, but I've got a bad feeling about this.  This doesn't look like any laser or warhead damage I've ever seen."

3497, "This warrants further investigation.  We're preparing to redeploy the GTSC Hinton to your coordinates.  It will conduct a deeper scan of the area and analyze the data."

3498, "More Lokis!  Where are they all coming from?!"

3499, "Medic 1 has recovered survivors.  Departing now."

3500, "Medic 2 here.  The Shaduf is falling apart on us.  We're pulling out."

3501, "This is Medic 3.  All survivors have been rescued.  They require prompt medical attention."

3502, "Weapons control has been restored, but the Hope will need more than a field repair.  Isis Repair 2 will attempt to bring the jump drives online."

3503, "We have successfully repaired the Hope's engine systems.  Setting nav coordinates.  Subspace drives will engage in 45 seconds."

3504, "GTD Intrepid taking command of the blockade.  Alpha and Beta, you are relieved.  Thanks for holding down the fort, pilots."

3505, "My god, we've lost the Hope!"

3506, "All survivors have jumped out safely."

3507, "GTSC Hinton on station.  We're powering up our scanners now."

3508, "Oh, no... Command, are you seeing this?"

3509, "Affirmative, Hinton.  Switch to secure comm frequency Theta."

3510, "Good work.  Alpha 1, return to base."

3511, "A wing of Medusa bombers is targeting the Hope!  Intercept them!"

3512, "The Medusas appear to be carrying a new type of anti-cruiser bomb.  Its capabilities have yet to be determined.  Make these warheads your priority."

3513, "This is Medic wing.  We are en route to recover the survivors."

3514, "Isis Repair wing on station.  Attempting to repair the Hope."

; str15-old.fs2

3515, "Secrets Reborn"

3516, "The GTI headquarters has been located and you must destroy all GTI opposition."

; str15.fs2

3517, "* GTD Soyakaze
* Beta Aquilae System
* 5/27/35

Origin of the Rebellion

With the material and information obtained from the capture of the Repulse, our counterintelligence agents have finally determined the origin and extent of the rebellion.  The discovery is deeply troubling.  Rogue activity within the GTI is not confined to the Research and Development branch, but involves officers in the highest echelon of the intelligence directorate.

Effective immediately, the GTA has terminated all support of GTI operations and declared an open state of war against the organization.  All forces loyal to the GTA, including the Soyakaze and the remnants of the Intelligence and Special Ops fleets, have been reintegrated into the main GTA battlegroup."

3518, "The GTI

Because of the technology and sensitive information within its grasp, the GTI poses a significant threat to the stability and security of the GTA, the PVE, and all allied worlds.  GTI's assets include, in addition to the ship and weapon prototypes developed by R&D, the top military scientists and strategic planners in the GTA.  They are not to be underestimated.

Against the GTI, our most effective weapon will be the numerical superiority of the combined GTA and PVE fleets.  Our actions must be swift and decisive."

3519, "New Developments

Our tactical situation will be greatly improved by the latest discovery from the Soyakaze's personnel.  Analysis of the GTF Loki has enabled our engineers to identify a design flaw in the Loki's structural composition.  This flaw renders the Loki's stealth technology effectively useless, as a simple reconfiguration of sensor parameters allows the Loki to be targeted by any of our ships.  All sensor systems in the GTA and PVE fleets have been upgraded with this new information."

3520, "Our Mission

Command has disclosed the location of the GTI's base of operations: the Jotunheim installation in the Beta Aquilae system.  The existence and location of this installation were, until now, classified at the highest level.  Our analysts believe that the majority of the rebel leadership and infrastructure are concentrated at this base.

If we are to have any chance of stopping the GTI, Jotunheim must be destroyed.  The GTA will launch an immediate, all-out offensive to take out the installation and its surrounding defenses.  Report to your wing stations for your specific briefings."

3521, "The $f Soyakaze has been ordered to destroy the $h Jotunheim, GTI's base of operations in $b Beta $b Aquilae.  GTI conducts their most secret operations, including xenobiological research and engineering, at this facility.  We believe the GTI has been studying Shivan technology and physiology here since first contact."

3522, "This operation will be performed in conjunction with the $f GTD $f Intrepid and the $f PVD $f Vanguard.  While the Terran and Vasudan fleets engage enemy targets throughout Beta Aquilae, our pilots will conduct a strike against Jotunheim itself.  A massive, coordinated assault on several fronts should overwhelm the GTI forces in this system and significantly improve our odds against the installation."

3523, "Our assault on Jotunheim will proceed in two phases.  In the first phase, $f Alpha and $f Beta will engage and destroy the installation's fighter complement.  Command estimates that Jotunheim will be able to deploy at least six full wings, so their defensive screen must be neutralized before our bombers arrive."

3524, "Our assault on Jotunheim will proceed in two phases.  In the first phase, $f Alpha and $f Beta will engage and destroy the installation's fighter complement.  Command estimates that Jotunheim will be able to deploy at least four full wings, so their defensive screen must be neutralized before our bombers arrive."

3525, "In the second phase, $f Zeta and $f Omicron will jump in and attack the installation's cruiser fortifications.  Once the cruisers are down, they will target and destroy the Jotunheim.  Alpha and Beta will remain on station to provide cover."

3526, "Because of the shortage of bombers on board the Soyakaze, Zeta and Omicron wings will be supplied by the Intrepid and the Vanguard respectively.  These pilots are veterans of the Great War with the Shivans and the fourteen-year war between our species, and have already seen action against the GTI on several fronts.  They are more than qualified to assist you on this mission."

3527, "If you need additional fighter support during any part of the mission, $f Gamma wing will be available as reinforcement.  Command will also deploy $f Delta and $f Epsilon, at their discretion, if the need arises."

3528, "We have only a limited tactical profile of the installation, so be prepared to engage exotic prototypes with unknown capabilities.  You are authorized to destroy any GTI vessel that interferes with your mission objectives.  However, your primary objective is to eliminate the Jotunheim.  All other targets are secondary.

Good luck, pilots."

3529, "Jotunheim has been destroyed, and with it, most of the GTI's weapon prototypes and technological research.  Unfortunately, our attempt to decapitate the GTI leadership failed, as some of the officers aboard the installation were able to escape its destruction and evade capture.  Worse, the insurgents have a new superweapon at their disposal.  The vessel that retrieved the Jotunheim's escape pods is a juggernaut of incredible proportions, capable of annihilating one of our cruisers in a single shot.  Firepower of this magnitude has heretofore been seen only on the SD Lucifer.

Reconnaissance wings have already been scrambled to track and identify this new class of ship.  Admiral Tess has informed me that our squadron may be called up to attack the superdestroyer at any time.  Dismissed."

; str15-old.fs2

3530, "Yes, there's more!  Keep playing."

; str02-old.fs2

3531, "Experiments"

; str15.fs2

3532, "Destroy Randgrith"

3533, "Destroy Rathgrith"

3534, "Destroy Skadi"

3535, "Destroy Jotunheim installation"

3536, "Defend allied cruiser group"

3537, "Destroy Jotunheim's fighter defenses"

3538, "Destroy Jotunheim's cruiser defenses"

3539, "Destroy Freki wing's cargo"

3540, "Destroy science cruisers"

3541, "Installation Jotunheim, you are ordered to power down and surrender."

3542, "Negative, Command.  We no longer recognize the GTA's authority in this system.  If you do not break off your attack, we will open fire."

3543, "Very well.  Pilots, begin your attack."

3544, "Good work, pilots.  The fighter cover is down.  Deploying bombers now."

3545, "Zeta and Omicron wings reporting.  Targeting the cruisers."

3546, "Command, you're making a terrible mistake.  We have the technology, the resources, and the skill needed to get the Terran race back on firm footing.  You can't afford to throw away your best hope for the future!"

3547, "Between the war with the Vasudans and the war with the Shivans, the GTA is on its last legs.  The best intelligence forecasts only give the GTA two years before it disintegrates!  The only organization capable of restoring order is the GTI.  You need our help!"

3548, "Excellent work!  Jotunheim's defenses have been destroyed.  Target the installation and fire at will.  Watch for enemy reinforcements."

3549, "Command, listen.  We have the prototype.  It's ready to deploy.  You can end the Vasudan war within a matter of weeks -- months at the most -- but victory is assured.  You can't simply ignore that."

3550, "It's not my call.  Times have changed, Jotunheim.  We're no longer at war with the Vasudans.  We're allies, not enemies."

3551, "We're allies in name only.  You know this cease-fire is only going to last until one race recovers enough to strike the final blow against the other.  If one of our species has to be destroyed, let's make damn sure we're the ones alive at the end."

3552, "Terran pilots, surely you can see what's going on here!  Think of your friends, your loved ones, who fought and died for fourteen years to support the Terran cause!  Now your commanders want to throw away everything they stood for!"

3553, "Pilots, you will ignore the Jotunheim's transmissions and focus on your mission objectives."

3554, "I don't know, Command.  They didn't mention any of this in the briefing.  Surely--"

3555, "Complete your mission objectives, pilot!  That's an order!"

3556, "What about the orders of the past fourteen years, huh?  What about everything we fought for?  My fiancee was on the Eisenhower, damn you!"

3557, "Terran paranoia.  How typical.  Be glad that our governments have risen above such sentiments, blind one.  I would not pardon you so freely."

3558, "Go look at your own treacherous Parliament, you sand-eating Zod, and then tell us we're not paranoid.  What are our orders, Jotunheim?"

3559, "Zeta wing, remain at your post!  Zeta!"

3560, "Pilots, we can't afford to lose momentum now.  Attempting to redirect additional forces to your position.  Stand by."

3561, "Allied forces, the cavalry has arrived.  The Gladiator, Minotaur, Mecross, and Tatenen stand ready to assist.  Bringing full turret barrage to bear on the Jotunheim."

3562, "Jotunheim assault force, this is the Soyakaze.  Be advised our code slicers report a large rebel force en route to your position.  Destroy the Jotunheim ASAP."

3563, "Acknowledged, Soyakaze.  The Jotunheim has gone critical.  Just give us a few more moments."

3564, "Sorry, Command.  We're going to win this war whether you like it or not.  It may take a generation or two, but the Terran race will emerge victorious."

3565, "The Jotunheim has jettisoned escape pods.  Do not engage the pods, pilots.  We'll send in a team of transports to capture them."

3566, "The Jotunheim has been destroyed!  All units, stand clear!"

3567, "Command, I'm picking up an enormous jump signature here!  The readings are off the scale!"

3568, "What the hell is that?"

3569, "My god... that thing's giving off Shivan electronics signatures!  Request status update!"

3570, "All units, return to base immediately!  Do not attempt to engage that ship!"

; str16.fs2

3571, "Blood of the Innocents"

3572, "Our hero is scrambled to assist in the defense of a Vasudan installation against the GTD Hades."

3573, "* GTD Soyakaze
* Vega System
* 5/29/35

Apocalypse

The GTA and PVE have been plunged into chaos by the appearance of the GTI's latest superweapon.  The unthinkable has happened.  Somehow, Galactic Terran Intelligence has managed to acquire a vessel with the size, armor, and firepower to rival the SD Lucifer.  Preliminary scans indicate that it is a fusion of Terran and Shivan technologies unlike anything in our arsenal."

3574, "The Hades

We now know that this vessel, designated the Hades, is the attacker that crippled the PVD Hope and destroyed the Vasudan blockade at the Beta Aquilae node.  The Hades has since gone on to obliterate several allied strongholds throughout Beta Aquilae and Vega.

Terran and Vasudan forces are scrambling to develop a strategy to counter this new threat.  All pilots have been placed on ten-minute alert."

3575, "$r RED $r ALERT!  The $f PVI $f Egyptos is under attack!  Recon has sighted multiple $h GTI fighter and bomber wings converging on the station."

3576, "We are scrambling $f Alpha and $f Beta wings to reinforce the station's depleted fighter complement.  Unfortunately, we have no conclusive intelligence on the strength of $h GTI forces in this system.  If Command determines that the $h GTI have sufficient firepower to threaten our position, the station may need to be evacuated."

3577, "Most of our ships are scouring the system in search of the $h Hades, so you will have minimal logistical support.  Hold off the $h GTI until additional fighters can be deployed to assist you."

3578, "The PVI Egyptos has been destroyed.  Thousands of innocent Vasudans perished today, and the Vega node is now defenseless against the GTI onslaught."

3579, "It is unfortunate that you fell victim to the same tactic we used against the Vasudans only four years ago.  The Karnak-class installation's main weakness, as exploited by the GTA in Operation Cardinal Spear, is standard material in any League of Defense flight school curriculum.  Were you asleep in your military history class, pilot?

Whether you were caught off guard or simply failed to intercept the bomber in time is not the issue.  Command issued you a direct order, and you were unable to react with the speed and precision that the situation required.  In this present conflict, we cannot afford the risk that one of our top pilots will fail to respond at a critical moment.

I regret to inform you that Command is pulling you from active duty until we have the rebellion under control.  Dismissed."

3580, "Break off your attack as soon as you hear that the bomber is targeting the reactor.  You have enough time to get to the reactor before he does. 

Why not play the FSPort conversion of Cardinal Spear to learn the background behind this mission?  Download it from the FSPort website at http://fsport.hard-light.net/."

3581, "The PVC Thebes was vaporized with all hands on board.  The station evacuees that had boarded the Thebes also perished in the Hades's ferocious assault."

3582, "It is fortunate that you were able to save the PVC Hathor and the escaping transports.  The survivors send their gratitude.

We are also impressed that you were able to defeat the GTI's surprise attack against the Egyptos's reactor.  Your quick thinking and prompt response helped buy precious time for the survivors to escape the GTI's attack.  Well done."

3583, "We are disappointed that you were unable to save the PVC Hathor from the GTI assault.  In the face of today's events, even a few hundred additional survivors would have boosted morale."

3584, "Since the GTI fighters arrive all over the place, it's a matter of luck whether or not you'll be near the Hathor when it's attacked.  Assigning your wingmen to protect it will buy you some time, but you still need to be ready to come to its defense when Roskva wing arrives."

3585, "In appreciation of your performance in our operations with allied Vasudans, you are hereby awarded the Vasudan Alliance Medal.  For your courageous defense of the PVI Egyptos, the PVD Hope, and many other Vasudan vessels, the Parliament of Vasuda sends its thanks."

3586, "Our direct losses to the Hades now include the PVI Egyptos, the PVD Vanguard, and twelve cruisers.  For all our sakes, let us hope that a weakness in its defenses can be found soon.

We have reacquired sensor lock on the juggernaut and are attempting to track it through subspace.  Our squadron will be redeployed ASAP to intercept the vessel when it arrives at its destination.  Report to the briefing room on the double."

3587, "Destroy Berserker"

3588, "Destroy Mjolnir"

3589, "Destroy Tyr"

3590, "Destroy Thiazi"

3591, "Destroy Hades"

3592, "Intercept Sneak"

3593, "Protect the PVI Egyptos"

3594, "Protect the evacuation transports"

3595, "Protect the PVC Hathor"

3596, "Protect the PVC Thebes"

3597, "Protect the Egyptos's main reactor"

3598, "It is good to see you, pilots.  The rebels are attacking us in force.  Please provide cover."

3599, "We came as quickly as we could, Egyptos.  What's your status?"

3600, "We have sustained minor damage.  Our fighters have neutralized three attack waves, but the rebels are not easily discouraged.  We anticipate that more bombers will arrive shortly."

3601, "The rebels have sortied a Leviathan-class cruiser, designation Berserker."

3602, "A second Leviathan-class cruiser, the Mjolnir, has entered the area."

3603, "A new wave of GTI bombers has arrived!  Defend us, pilots!"

3604, "Hull integrity is dropping.  We are evacuating all non-essential personnel.  Launch bays are standing by."

3605, "We are launching transports.  Evacuation group A has left the hangar."

3606, "Evacuation group B has launched."

3607, "Evacuation group C has cleared the hangar."

3608, "We have destroyed the Berserker.  Well done, pilots."

3609, "The Mjolnir has been destroyed."

3610, "Damage rate escalating.  General evacuation now in progress.  All personnel are moving to the outer pylons."

3611, "This is the PVC Hathor.  We are here to assist in the evacuation effort.  Beginning docking approach."

3612, "We have docked with the station.  Transferring evacuees and station records now."

3613, "Transfer of primary materials complete.  We are undocking now."

3614, "Alpha, the Hathor is under attack!  Cover that cruiser or we'll lose the evacuees!"

3615, "Alpha, cover the transports!  They're under attack!"

3616, "The Hathor has been destroyed!"

3617, "PVC Thebes on docking approach.  Stand by to transfer evacuees."

3618, "Docking sequence complete.  Evacuation of remaining non-essential personnel now in progress."

3619, "Incoming jump signature!  The rebel juggernaut is entering the area!"

3620, "Pilots, maintain your defense of the station.  We are deploying bombers to attack the Hades."

3621, "The Hades has opened fire!  We are sustaining severe hull damage!"

3622, "Egyptos, launch all remaining fighters and transports now!"

3623, "Launch bays inoperative.  Critical systems failing.  Avenge us!"

3624, "The Egyptos has been destroyed!"

3625, "This is Theta wing.  We are engaging the rebel juggernaut."

3626, "The Hades has left the area."

3627, "All ships, return to base.  Alpha and Beta, you will be scrambled immediately to assist in the counterattack."

3628, "All ships, return to base and await further orders."

3629, "Pilots, assist us!  A GTI bomber is preparing to attack our main reactor!"

3630, "Damn!  Alpha 1, listen carefully.  Break off your attack and head directly to the reactor access door nearest you.  Each door is located between two vertical pylons on the outer ring."

3631, "Fly through the access shaft and intercept the bomber before it can destroy the main reactor.  If that reactor blows, it'll take the whole station with it!"

3632, "The radiation in the central chamber will interfere with sensors and communications, so you'll have to target manually.  Good luck, Alpha 1."

3633, "The station's main reactor has gone critical!  All fighters, clear the area!"

; str17.fs2

3634, "Abandon Hope"

3635, "Our hero must scan the subsystems of the Hades in a desperate attempt to find a weakness."

3636, "Command has located the $h Hades near the jump node to $b Deneb.  The superdestroyer is travelling without escort but remains a formidable adversary on its own.  We cannot risk a direct attack until we have more information on its strengths and weaknesses."

3637, "$f Alpha $f 1, you have been selected to fly reconnaissance against the Hades.  Command has requested data regarding the $b communications, $b sensors, $b weapons, and $b navigation subsystems of the warship.  Information on the $b fighterbay and $b engine subsystems would also be valuable, but they are not as critical."

3638, "The $f GTSC $f Herschel will oversee this operation.  Your fighter's computer will be linked to the Herschel's computer, and your fighter will automatically upload your scan data as it is acquired."

3639, "To protect itself from the Hades's powerful beam weaponry, the Herschel will attempt to mask its sensor signature.  This will prevent the Hades's computers from acquiring target lock on the vessel, and the Herschel's small size should make manual targeting nearly impossible.  If we're lucky, the gunners on the Hades won't bother with her."

3640, "Choose your loadout quickly, pilot.  We won't have much time before the Hades leaves the system.  This is the best chance we have to get the intelligence we need.  Let's make the most of it."

3641, "The events we have just witnessed have dramatically underscored the necessity of defeating the GTI rebellion.  The Hades survived both the collision with and the explosion of a fully-armed Typhon-class destroyer.  The crew of the PVD Hope sacrificed their lives and their ship in a valiant attempt to bring victory to the GTA and PVE.  Though they were unsuccessful, they will be remembered with honor.

Unfortunately, Command must still deal with the consequences of the failed strike.  Although the Hope had unloaded her pilots and non-essential personnel before moving against the Hades, we have lost a well-trained and highly skilled command crew.  With our weakened fleets dispersed over several systems to contain the rebellion, it is becoming increasingly apparent that we will not be able to marshal sufficient forces quickly enough to confront the Hades.  We have no choice but to attack with what we have.  Command hopes that between the intelligence acquired from the Repulse and the scan data obtained from our reconnaissance, we should be able to find a weakness in the Hades before it reaches its destination."

3642, "However, you failed to scan the required subsystems on the Hades, forcing us to depend on the long-range sensor data transmitted by the Herschel.  Without the tactical intelligence we had hoped to obtain, our analysts will lack the information they need to plan an effective counterattack.

You were selected for this mission based on your impressive record of successful reconnaissance missions, and Command is extremely disappointed in your failure to live up to your reputation.  Perhaps your abilities are better demonstrated in standard assault and defense missions rather than situations requiring quick thinking and tactical improvisation.

Admiral Tess has approved your transfer back to the GTD Intrepid.  The containment effort will benefit greatly from someone with your piloting skill, but for our attack against the Hades we need pilots who excel in all areas of combat engagement.  The Soyakaze will jump to Deneb in six hours, so you have until then to collect your belongings.  Your transport will be waiting in the hangar."

3643, "Take out the first few fighters immediately, and then scan a subsystem or two in the interval between waves.  If you keep doing this, you should be able to get at least three subsystems.  Make sure you scan the communications, sensors, weapons, and navigation subsystems before any others."

3644, "Our reconnaissance was mostly successful, as you scanned three of the required four subsystems on the Hades.  Although we had hoped for a complete tactical profile of the juggernaut, your performance was satisfactory, considering the circumstances.  Our analysts will have a difficult time planning an effective counterattack, but the data you obtained should significantly improve our odds."

3645, "Our reconnaissance was a complete success, as you scanned all four of the required subsystems on the Hades.  Excellent work.  Our tacticians are analyzing the data you acquired as we speak, and we expect to receive a preliminary report in a few hours.  This information will significantly improve our odds in the upcoming counterattack."

3646, "Additionally, you were able to scan the Hades's fighterbay.  Intelligence has expressed great alarm at your findings, but their analysis remains classified for the time being."

3647, "You were also able to scan one of the Hades's engines.  Our engineers are incorporating your findings into their analysis as they search for a weakness in the juggernaut's defenses.  This information may explain why the Hades was temporarily disabled."

3648, "Admiral Tess has taken special note of your performance over the last few missions and has selected you to lead the attack against the Hades.  Your familiarity with the juggernaut's defenses will give us an extra edge in the upcoming battle, and your proven leadership and piloting skill are unequaled in this squadron.

Command has allowed our strategists and tacticians six hours to formulate a battle plan, after which the Soyakaze will jump to Deneb to pursue the Hades.  In the meantime, I suggest you get some rest.  Dismissed."

; str05-old.fs2

3649, "Scanned"

; str17.fs2

3650, "Scan Navigation"

3651, "Scan Weapons"

3652, "Scan Sensors"

3653, "Scan Communication"

3654, "Scan Any Engine"

3655, "Scan Fighterbay"

3656, "Defend the Herschel"

3657, "Scan navigation, communication, weapons, and sensors subsystems"

3658, "Scan fighterbay subsystem"

3659, "Scan any engine subsystem"

3660, "Navigation subsystem scanned."

3661, "Weapons data received."

3662, "Sensor data transmitted successfully."

3663, "Communications scanned."

3664, "Good work, pilot.  The engine subsystem data should prove useful."

3665, "Interesting find, Alpha.  The fighterbay data warrants further analysis."

3666, "One down and three to go.  Keep it up, pilot."

3667, "Good work.  You're halfway there, Alpha 1."

3668, "Excellent.  One last subsystem to scan."

3669, "All four primary subsystems scanned."

3670, "Resume your scans.  We still require data on the remaining subsystems."

3671, "Excellent work, Alpha 1.  Fall back to the Herschel.  Your targeting computer has the coordinates."

3672, "Herschel, the Soyakaze has requested additional data on the Hades's subspace drive.  Your new orders are to monitor the Hades as it initiates its jump to Deneb.  Pilots, remain on station until the Herschel completes its mission."

3673, "Computer uplink is online and active.  All systems are go."

3674, "Good.  Alpha, the Hades will reach the jump node in less than five minutes.  You must gather all the data you can before it departs."

3675, "Beta and Gamma wings are at your disposal.  Delta and Epsilon are on standby.  Good luck, pilot."

3676, "New contact on sensors... it's the PVD Hope!  Hope, your orders were to withdraw to Alpha Centauri for repair.  What are you doing in Vega?"

3677, "We are here to avenge ourselves against the GTI.  All pilots, stand clear of the Hades."

3678, "Admiral, your ship won't survive this engagement!  Stand down and return to base immediately!"

3679, "Survival must come second to victory, Command.  Sa Vasuda!"

3680, "The Hope has been destroyed!"

3681, "Reading a primary failure on the juggernaut's engine array.  The Hades has been disabled!  All pilots, stand by for mission update."

3682, "Pilots, we're readying bomber wings to destroy the Hades.  Your objectives... wait... the Hades's engines are coming back online!"

3683, "The Hades has jumped to Deneb.  Pilots, return to the Soyakaze."

3684, "We are deploying another wing of fighters to back you up, Alpha."

3685, "We've lost the Herschel!  Pilots, stand by.  We're deploying another science cruiser to your location."

3686, "We've lost the Herschel!  Alpha 1, continue with your scans.  We may still be able to salvage the information from your fighter."

3687, "Command, we're under attack!  Request fighter cover!"

3688, "Pilots, break off and defend the Herschel!  Your targeting computer has the coordinates.  We will resume our mission once the science cruiser is secure."

3689, "Command, we need more fighter cover!  We won't survive another salvo!"

3690, "Looks like the sensor masking is functioning properly.  Good thing, or that shot would have pulverized us!"

; str18.fs2

3691, "Last Stand"

3692, "It's big!  It's an enemy!  Blow it up!"

3693, "* GTD Soyakaze
* Vega System
* 6/1/35

GTI Rebellion

The GTA, PVE, and GTI are now engaged in an all-out conflict that could determine the future of Terran-Vasudan history.  Although the bulk of the GTI fleet has been contained in Beta Aquilae and Vega, the GTI flagship Hades is still at large and must be stopped.  The Soyakaze is the only ship within range to intercept the juggernaut before she can carry out her ultimate objective.  Victory or defeat will be decided in the next few hours.

You are being informed on a need-to-know basis about the Hades project, and are hereby notified that all information regarding it is classified Level Omega.  Divulging this information, directly or indirectly, to any persons other than those specifically authorized by the Galactic Terran Alliance is a treasonous offense, punishable by death."

3694, "Project Hades

The GTD Hades was conceived and designed in 2324, when it became apparent that the Terran-Vasudan War would not be won decisively in a matter of months.  This superdestroyer would be nearly invulnerable to bomber, cruiser, and destroyer attacks, and would be able to mount full-scale planetary assaults unaided.  Construction began the following year, in the Delta Serpentis shipyards.

When the Shivans arrived in 2335, the Hades was nearing completion.  The GTI conducted extensive studies of the aliens, particularly of the Lucifer, and put the new developments to use in the Hades.  With their ultimate weapon now boasting Shivan beam weaponry and Terran-Shivan hybrid systems, GTI forces waited for the deployment order from GTA High Command.

But the order never came.  Unlike every other cease-fire over the course of the Terran-Vasudan War, this one held.  The GTA and PVE set aside their differences to counter the Shivan threat, and in the process developed a grudging respect for each other."

3695, "GTI's Objective

Galactic Terran Intelligence, however, could not easily discard the investment and momentum of ten years' worth of work on the Hades.  According to statements by captured operatives, the GTI concluded that the GTA had lost sight of its original goal and decided to take matters into its own hands.

The GTI appears to have been positioning itself to overthrow the GTA government, as soon as the Terrans had recovered enough from the Great War to stand on their own.  Once the Shivans were defeated, the GTI would dissolve the Terran-Vasudan treaty and strike the final blow against the PVE.  The Terran-Vasudan War would finally be won."

3696, "A Final Gambit

The exposure of the GTI conspiracy has prevented their plan from coming to fruition, but the GTI may yet succeed in their ultimate objective.  Our reconnaissance against the Hades has indicated that its engines are enhanced with Shivan components, which may enable the juggernaut to use jump nodes too unstable for Terran and Vasudan vessels.  Command believes that, rather than pursuing a random course of destruction, the Hades is actually en route to Altair and Aldebaran via the Deneb-Altair phasing jump node.

This maneuver would effectively allow the Hades to slip behind Vasudan lines, beyond any possibility of interception by GTA or PVE forces.  The Deneb-Altair jump node is no longer stable enough for our ships to traverse, which means that any counterattack would have to go the long way around via Alpha Centauri.  By then, the Hades will have had more than enough time to devastate the Vasudan home systems unopposed."

3697, "Our Response

There are some within the GTA who favor the GTI in this conflict.  Indeed, many officers and pilots have defected to the GTI, and many others have argued that the Vasudans would behave the same as the GTI if they were in the same position.  I can only answer by saying that I believe this is the right thing to do, and I believe the Vasudans would defend us if the situation were reversed.

It may be difficult for each species to see past the horrors of the past fourteen years, but the Vasudans seem to be holding up their end of the bargain.  The PVE continued to work closely with the GTA in our campaign to track and destroy the Lucifer, even after the devastation of Vasuda Prime removed their main motivation for doing so.  And the GTA and PVE continue to share military resources and intelligence even today.  We should honor their continued support with our own.  History will determine whether we made the right choice in doing so."

3698, "The $h Hades has been tracked to an abandoned cargo depot in orbit around $b Deneb $b III.  This once-prosperous colony was utterly destroyed by the Shivans earlier this year, and the shattered remains of many warships drift nearby.  The Hades's engines are currently offline, and we believe she is repairing the damage sustained in the collision with the $f PVD $f Hope.  This may be our only chance to destroy the juggernaut before it reaches $b Altair."

